URL,Company,Job,Salary,Location,Views,Responses,Category,Employment,Experience,English,Domain,Description
https://djinni.co/jobs/606200-junior-manual-qa-malevich-,Ajax Systems,Junior Manual QA(Malevich),,Україна (Київ),157,13,QA,Тільки офіс,,,,"Ми, Ajax Systems, створюємо систему безпеки і пристрої smart home. Хочемо, щоб кожен будинок став безпечним і надійним, а сигналізації - технологічними, стильними і простими у використанні. Пишаємось якістю і стабільністю OS Malevich. Але кількість нового функціоналу, який ми деліверимо до користувачів стрімко зростає. Щоб не втратити в якісних показниках нашого продукту і не збавляти темпи випуску нових фіч, ми активно розширюємо команду тестування.Чим технічно цікава вакансія?Доведеться тестувати роботу OS на залізі власної розробки, доставку інформації по радіопротоколу Jeweller, оброку цих даних і передачу на серверну частину системи. Усі ці процеси контролюються OS Malevich - операційною системою реального часу (RTOS), яка одночасто забезпечує мультифіункціональність і надійність. Системи реального часу використовуються в ліфтах, автомобільних гальмах, балістичних ракетах. Вони забезпечуються максимальну надійність. Якщо в чіткого виміряний час система не спрацює, після ця дія уже не матиме сенсу - станеться катастрофа. В цьому ключова відмінність RTOS від Linux, де операції чекають своєї черги на виконання. Це одна із причин, чому “Чорний квадрат” не побудований на основі Linux.Які стоять задачі?тестування OS хаба - Malevich;досконально розбиратись у будові системи;не тільки знаходити баги, але і за допомогою логів, і зовнішніх проявів з'ясовувати причини некоректної поведінки системи;багато інвестигейтити і траблшутити;участь в аналізі та апдейті документації;валідувати систему на функціональні та нефункціональні вимоги;task estimation;писати чек-листи, тест-кейси, тест плани;робота з Git;знаходити проблему не тільки в Malevich, а й в інших частинах системи (Server, Mobile/Desktop App’s);взаємодія з іншими командами та відділами (розробники, дизайнери, бізнес-аналітики);робота з QA Tools (емулятори серверу/девайсів);task estimation;взаємодія з учасниками Beta Test і командою Support;участь в оптимізації процесів тестування;покращувати якість системи в цілому.Що шукаємо у кандидаті?відмінні знання теорії тестування;вміння застосовувати техніки тест-дизайну;вміння писати баг репорти та тест кейси;знання SDLC;досвід роботи з вимогами та ТЗ;хороші аналітичні здібності;технічну освіту;вміння не тільки знаходити проблему, а і причинно-наслідковий зв’язок;знання двійкової та шістнадцяткової систем числення;високий рівень самоорганізації.Чудово, якщо у Вас є:досвід роботи з JIRA, Confluence, Testrail;досвід роботи з Kibana;базові знання Linux;досвід роботи з Git;досвід роботи з MySQL/MongoDB;досвід/базові знання роботи з електротехнікою.Ми пропонуємо:свободу приймати рішення та втілювати ідеї;можливість впливати на продукт і виробництво замість монотонного закриття задач;роботу у вмотивованій команді та zero bullshit culture;курси англійської мови;масажист в офісі;турботу та медичне страхування.Ajax — свобода бути інженером!"
https://djinni.co/jobs/606201-cpo,Evrius,CPO,,"Релокейт,     Україна (Київ),     Чехія",40,17,Head Chief,"CPO,        Product Management,        Chief Product Officer",2,Англійська: Intermediate,Домен: Advertising / Marketing,"We are looking a CPO for our product - online platform for advertisers and publishers.Responsibilities:Development of the product strategyDevelopment a roadmap Formation of goals and KPI of the projectSprint planning and working with the R&D teamControl of the description and maintenance of technical documentationCreating and maintaining a product backlogAutomation and systematization of all processes of the R&D teamCompetitor market analysis and initiative to introduce new technical solutionsCoordination of R&D and commercial departmentsCollaboration with the analytics department to conduct product researchCollaboration with analytics, technical, development, support departmentFormation of reports on the work doneWe want you on our team and are ready to offer:Clear gradation of financial growthStable paymentsClear workflow to prevent overtimeCourses and training for professional developmentMentoring and support for managers24 days of vacation"
https://djinni.co/jobs/606197-senior-react-react-native-engineer,Geniusee,Senior React/React Native Engineer,,"Україна (Київ, Львів)",79,25,JavaScript,Office або Remote,5,Англійська: Upper-Intermediate,,"Our mission at Geniusee is to help businesses thrive through tech partnerships and strengthen the engineering community by sharing knowledge and creating opportunities🌿We care about Trust, Partnership, Transparency, and Responsibility. We offer a safe, inclusive and productive environment for all team members, and we’re always open to feedback💜 If you want to work from home or work in the offices in Kyiv, Lviv or Warsaw with stable electricity and Wi-Fi , great — apply right now.About the project:Brands matching platformWhat you will need:● 5+ years of relevant experience in the IT industry, strong knowledge of JavaScript including ECMAScript;● Experience with React Native 3+ years;● Experience with React, Redux/MobX, Webpack, and TypeScript 5+ years;● Experience with GraphQL (Apollo);● Experience with expo;● Algorithm knowledge and ability to solve the tasks;● Experience with GIT and branching workflows;● Familiar with unit testing, and integration testing;● Good understanding of mobile app architecture patterns and design principles;● Expert understanding of building highly secure products;● Collaborating with cross-functional teams to define, design, and implement new features;● Excellent problem-solving skills and attention to details;● English: Upper-intermediate.What will you get:● Competitive salary and good compensation package;● Exciting, challenging and stable startup projects with a modern stack;● Corporate English course;● Ability to practice English and communication skills through permanent interaction with clients from all over the world;● Professional study compensation;● Career development opportunity, semi-annual and annual salary review process;● Necessary equipment to perform work tasks;● VIP medical insurance or sports coverage;● Informal and friendly atmosphere;● The ability to focus on your work: a lack of bureaucracy and micromanagement;● Flexible working hours (start your day between 8:00 and 11:30);● Team buildings, corporate events;● Paid vacation (18 working days) and sick leaves;● Cozy offices in 2 cities ( Kyiv & Lviv ) with electricity and Wi-Fi ( Generator & Starlink )● Unlimited work from home from anywhere in the world (remote);● Geniusee has its own charity fund.Reasons you will love working at Geniusee:● Employee-friendly working conditionsOne of Geniusee’s core values is treating each team member like a trusted partner. You get to choose your work environment because you know yourself best.● Teamwork beats distanceWe put effort into maintaining a happy, friendly atmosphere within the team. We see each other at team meetups, workshops, G-talks, marathons, and other events.● Excellent tools and equipmentYou don’t have to worry about your work gear, Geniusee will provide you with high-quality hardware appropriate for your job description.Your Geniusee Career Growth:● 360-degree feedback — a process through which feedback from an employee’s subordinates, colleagues, and supervisor, as well as a self-evaluation by the employee themselves, is gathered● Evaluation — time to talk with an expert. Together, you will assess the progress you have achieved● Navigation — summarize your review with a manager and define your future goalsПро компанію GeniuseeOur mission at Geniusee is to help businesses thrive through tech partnership and strengthen the engineering community by sharing knowledge and creating opportunities🌿We care about Trust, Partnership, Transparency, and Responsibility. We offer a safe, inclusive and productive environment for all team members, and we’re always open to feedback💜 If you want to work from home and be a full time employee or work in the city centre of Kyiv, great - apply right now.Сайт компанії:https://geniusee.com/aboutСторінка компанії на DOU:https://jobs.dou.ua/companies/geniusee/"
https://djinni.co/jobs/606196-data-scientist-retraining-opportunity-,Grid Dynamics,Data Scientist (Retraining Opportunity),,"Україна (Дніпро, Київ, Львів, Харків)",42,2,Data Science,Office або Remote,3,Англійська: Upper-Intermediate,,"We have a unique retraining opportunity for individuals in Ukraine who are passionate about AI. We are seeking candidates for the GenAI PODs DS Senior Engineer position.Job Description:As a Senior Data Scientist in our team, you will play a crucial role in building applications and performing integrations using the latest developments in Large Language Models. Your expertise will help shape the future of AI applications.Key Responsibilities:- Collaborate with cross-functional teams to design and develop applications and integrations.- Utilize your extensive experience in machine learning and artificial intelligence to create innovative solutions.Implement and deploy machine learning models in a production environment.- Work with cloud providers such as AWS, GCP, or Azure.- Apply deep learning, NLP, and Transformer techniques to solve complex problems.- Leverage classical algorithms, data structures, and coding standards to ensure the quality of solutions.- Analyze complex requirements, identify risks, propose pragmatic approaches, and present solutions effectively.- Contribute to prompt engineering techniques for LLM applications.- Explore vector search and conversational AI to enhance project outcomes.Requirements:- 4+ years of experience in machine learning and artificial intelligence.- Strong programming skills in Python.- Proficiency in Deep Learning with PyTorch or TensorFlow.- Experience in NLP and Transformers.- Track record of building and deploying machine learning models in production.- Familiarity with cloud providers (AWS/GCP/Azure).- Solid understanding of classical algorithms, data structures, and coding standards.- Exceptional analytical, problem-solving, and communication skills.- Experience in prompt engineering for LLM applications is a plus.- Knowledge of vector search and conversational AI is a plus.If you are a driven Data Scientist with a desire to work on groundbreaking projects and meet the qualifications above, we encourage you to apply.Join us in shaping the future of AI applications and be part of a dynamic team dedicated to innovation and excellence."
https://djinni.co/jobs/589815-technical-artist,Moon Active,Technical Artist,,Україна (Київ),7,,Unity,Гібридна робота,3,Англійська: Upper-Intermediate,Домен: Gamedev,"Moon Active is one of the world’s fastest-growing mobile game companies, providing entertainment to millions of active users across the universe. The company is headquartered in the heart of Tel Aviv. We are looking for a motivated and ambitious Technical Artist to join our rapidly growing Art & Design team. As a Technical Artist, you’ll work closely with our Creative, Product and Development teams to shape Moon Active’s games. Responsibilities:- Integrate creative assets (art and visual effects) into the game. - Investigate and implement new techniques and practices. - Optimize workflow processes using tools and scripts so each teammate can focus on their core contribution. - Contribute to technical solutions and pipeline design for the production and delivery of art assets.- Be responsible for creating a smooth pipeline for designs and assets incorporating significant amounts of 2D elements. - Working as part of a Kyiv - based agile cross-functional team that also includes Unity Developers, QA engineers and Backend developers.Requirements:- Experience in working with Unity game engine.- Knowledge in 2D animation and Photoshop.- Good spoken and written English.- Proven track record of both artistic and technical creativity with a passion for solving problems.- Basic understanding of coding.- Strong understanding of rendering pipeline (materials, draw-calls, batching, texture atlas).Advantages:Knowledge in writing shaders and scripts in Unity. Previous experience working in the mobile games industry.* PLEASE ATTACH A PORTFOLIO OR PROVIDE A LINK TO AN ONLINE VERSION*"
https://djinni.co/jobs/606195-information-security-manager,ITeams,Information Security Manager,,"Польща,     Україна",15,1,Security,Гібридна робота,3,Англійська: Upper-Intermediate,Домен: Fintech,"Client - global payments company, licensed and regulated by the FCA in the UK, that offers regulated end-to-end payments solutions based on proprietary in-house technology. The company's infrastructure is designed to meet the growing needs of global financial companies. Ranked number one in the FEBE Growth 100 list as the fastest-growing, founder-led, privately owned business in the UK.The Information Security Manager (ISM) plays a key role in the development, implementation, monitoring and improvement of a comprehensive Information Security Management System (ISMS), which should be compliant with ISO 27001 and other information security standards, as decided by the Board and CEO.The ISM role is focused on protecting the organisation's computer systems, networks, databases and other assets from cyber threats and security breaches.ResponsibilitiesAssessing information security risks to systems, and developing plans to minimise potential threats.Design and implementation of Security Controls – in collaboration with the IT Department (among others, taking into account that the technology aspect of this task is performed by the IT Department). Within the scope of this task, the ISM bears primary responsibility for providing guidance for the IT Team in the following ways:With respect to the implementation project of a new external security service/tool, the ISM researches possible solutions and provides the IT Team with the Research Report.With respect to in-house technology improvements, the ISM develops, agrees, and provides the IT Team with the Statement of Work.Overseeing activities of the IT Department aimed at the design, implementation and support of Security Controls from the technology perspective.Design and implementation of a security monitoring environment with alerting and response capabilities, taking into account that the technology aspect of this task is performed by the IT Department.Develop and measure information security metrics.Overseeing proper management and acceptable use of assets from the information security perspective.Run the issue management process from the non-technology perspective, while the technology aspect of this job is performed by the IT Department.Managing ISO27001 certification, auditing and other related projects and activities. Participating in other security-related certification, auditing and other projects and activities, as decided by the CEO and the Board.Responsibilities which are performed jointly by the Security Director (leads, manages, contributes) and the ISM (contributes, supports):Planning for the ISMS.Ensuring that the ISMS achieves its intended outcome while being supported by the SMT and other departments.Managing security risks, conducting security risk assessments, and developing respective security risk action plans – in collaboration with the Risk and Compliance Department.Being primarily responsible for the development and update of information security policies and procedures.Ensuring the company-wide implementation of information security policies and procedures.Ensuring compliance of the ISMS with internal policies and selected standards. Identify areas of non-compliance and develop remediation plans.Overseeing proper functioning and ensuring proper use of Security Controls.Running investigations on information security incidents and non-compliance cases.Monitoring IT systems for internal and external threats, in cooperation with the IT Department.Providing leadership in company-wide information security awareness, as well as information security competence and knowledge management.Directing and supporting company teams to contribute to the effectiveness of the ISMS, promoting continual improvement.Facilitate adherence to the established business strategy by providing information security expertise to ensure the business strategy is empowered from the information security perspective.Developing requirements for Learning and Development activities related to information security.Developing and delivering information security training, running information security surveys and tests.Developing and implementing an internal security audit programme for the ISMS, as decided by the CEO and the Board.Serving as a primary liaison with 3rd parties in the information security area: consultants, auditors, certification bodies, regulators, etc.Ensuring proper documenting of activities related to information security.Evaluating and reporting on the performance of the ISMS to the CEO and the Board.Other responsibilities:Work collaboratively with other employees and teamsMaintain other records and documentation, keep an audit trailDevelop reports on the above activities.RequirementsStrong background implementing and managing security and regulatory frameworks including ISO27001, PCI DSS, Cyber Essentials, GDPR/DPAData Loss Prevention – tools/technologies, data discovery & classification, policies & proceduresStrong understanding of IT infrastructure, architecture, and information security.Knowledge of security tools & technologies within a large & complex environment including anti-malware / EDR, SIEM, DLP, etc.Background in security governance of a company including security audits/assessments, reporting, and defining and implementing improvement roadmapsExperience in defining and implementing data governance projects within organisations, setting out plans and strategies for data discovery, classification, retention, and disposal.Experience in implementing security solutions across growing cloud environments and infrastructure.Minimum three years experience in an Information Security role.Good, practical knowledge of information security and privacy standards, regulation & legislationRelevant information security professional certification(s) desirable (or willing to obtain these) such as CISSP, CISM and CIISec membership.Ability to understand business drivers and risk appetite and align information security compliance accordingly.English - B2+, Ukrainian (or russian) - freelyBenefitsPaid Time OffHybrid / Flexibility working modelTraining & DevelopmentPerformance BonusWork in a friendly teamGreat opportunity to grow your career in cutting-edge payments fintech"
https://djinni.co/jobs/578906-sistemnii-administrator-tekh-pidtrimka-,BaDM,Системний адміністратор (тех. підтримка),,Україна (Дніпро),27,,Sysadmin,"Zabbix,        Active Directory,        Office 365,        Windows,        System Administrator,        technical support",1,,,"Компанія «БаДМ» — національний лідер серед дистриб’юторів на ринку медикаментів та засобів медичного призначення оголошує конкурс на посаду Системний адміністратор (тех. підтримка).Якщо Ви — шукаєте стабільність в роботі, позитивну атмосферу в дружньому колективі, вчасну виплату достойної заробітної плати, можливість кар'єрного росту — тоді ми чекаємо саме на Вас.Що потрібно робити:Прийом заявок від користувачів, реєстрація, діагностика та усунення проблем, що виникають на робочих місцях;Консультування користувачів з усіх виникаючих у них питань, пов’язаних з функціонуванням інформаційних систем підприємства, що використовується ПО;Діагностика помилок та збоїв в програмних комплексах, прийняття рішень щодо усунення та попередження їх безперебійної роботиМоніторинг систем, обладнання (Zabbix);Роздача прав доступів в облікові системи;Взаємодія з співробітниками суміжних відділів департаменту;Чого чекаемо:Вища технічна освіта;Впевнений користувач ПК;Досвід роботи системним адміністратором або в технічній підтримці від 1-го року;Знання ОС Windows, MS Office (Open Office);Вміння роботи в AD (актив директ);Вміння спілкуватися з користувачами, стресостійкість;Вміння швидко навчатись і працювати в команді.Ми пропонуємо:Працевлаштування згідно КЗпП України;Оплачувана відпустка і лікарняні;Комфортні умови праці;Графік роботи змінний, є денні та вечірні зміни і чергування;Місце розташування офісу Тополя-1;Безкоштовне розвезення на/з роботи;Авто і вело парковка."
https://djinni.co/jobs/606057-head-of-employer-brand-communications,kit/code,Head of Employer Brand/Communications,,"Кіпр,     Україна (Київ)",39,12,Marketing,Тільки віддалено,3,Англійська: Upper-Intermediate,,"kit/code — IT-компанія з кайфовою атмосферою, яку ти одразу вiдчуєш!Ми ставимося до задач як до челенджів, і завжди раді новим, бо тільки так розвиваємося та досягаємо нових висот!Ти на 50 відсотків вже з нами, якщо читаєш це :)🧩 Залишилось лише впевнитись, що ти:• маєш 3+ років досвіду роботи в сфері брендингу роботодавця/PR/ корпоративних комунікацій в IT• профік в ефективному управлінні проектами та командою• шариш у веденні корпоративних соціальних мереж та вмієш аналізувати дані• в курсі трендів і найкращих практик у сфері брендингу роботодавця та комунікацій• креативність та нестандартні ідеї — це про тебе• не боїшся працювати в режимі багатозадачності• маєш високий рівень відповідальності й ініціативності, а також прокачені софт скіли• відмінно володієш українською мовою (як письмовою, так і усною), а ще маєш знання інглішу на рівні B2+😎 Що з тебе:• ефективне управління командою ( включаючи менеджера з комунікацій, дизайнера, івент-менеджера, менеджера зі створення продуктів та відеографа)• контроль реалізації проектів, надання порад та ідей щодо їх покращення• планування та контроль бюджету відділу• кроскомандна співпраця, а також комунікація із зовнішніми партнерами• розробка та впровадження стратегії внутрішніх та зовнішніх комунікацій, враховуючи культуру та цінності компанії• активна робота над брендом роботодавця та EVP задля залучення найкращих талантів• стратегія ведення та просування корпоративних cторінок у соціальних мережах (Linkedin, Instagram, DOU)• реалізація комунікаційних матеріалів, що відповідають візуальному бренду компанії• участь в організації онлайн/офлайн івентів та створенні топового корпоративного мерчу• оцінка ефективності комунікаційних кампаній, проведення та аналіз опитувань✌Що з нас:• віддалений формат роботи/гнучкий початок робочого дня• безлімітні відпустки, дейофи, лікарняні (все, як у людей)• стабільні виплати винагороди/покриття податків• інгліш з крутими викладачами• онлайн івенти, шоб підтримувати твій бойовий дух в історичні часи• і, звісно, підтримка котів-тіммейтів, більшість з яких зараз активно волонтеритьТи дійшов/-ла до кінця, а це означає, що ти майже в нашій тусі.Чекаємо на твоє CV! 😺"
https://djinni.co/jobs/606192-front-end-engineer-reactjs-,Intelliarts,Front-End Engineer (ReactJS),4200-5500,"Релокейт,     Україна (Львів)",175,69,JavaScript,Office або Remote,5,Англійська: Upper-Intermediate,Домен: SaaS,"We seek a talented and experienced Front End Engineer with expertise in ReactJS to develop an analytics custom application. As a Front End Developer, you will be designing, developing, and maintaining a cutting-edge web application that serves as a front-end visualization tool for business teams. This application will enable them to easily and efficiently analyze key performance indicators (KPIs) and business performance data.Responsibilities- Collaborate with UX/UI designers to transform wireframes and mockups into responsive and visually appealing user interfaces using ReactJS- Develop and implement interactive data visualizations and charts to present complex business performance metrics intuitively and engagingly- Work closely with the backend development team to integrate RESTful APIs and ensure seamless data flow between the Front and Back end- Optimize application performance and user experience, considering factors like page load times, responsiveness, and compatibility across different devices and browsers- Implement user authentication and authorization mechanisms to ensure data security and privacy- Participate in code reviews to ensure code quality, maintainability, and adherence to coding standards- Stay up-to-date with the latest trends and advancements in front-end development and leverage new tools and techniques as appropriate- Collaborate with cross-functional teams, including product managers and business stakeholders, to gather requirements and refine features based on user feedbackRequired skills- 4+ years of experience developing web applications using ReactJS and JavaScript- Strong understanding of front-end technologies, including HTML5, CSS3, and responsive design principles- Expertise with data visualization libraries (such as Highcharts, D3.js, or Chart.js) and their integration with React- Experience working with RESTful APIs and asynchronous programming- Proficiency in version control systems (e.g., Git) and code collaboration tools- Knowledge of user authentication and authorization mechanisms- Excellent problem-solving skills and the ability to troubleshoot and debug complex front-end issues- Strong communication and collaboration skills- English Upper-Intermediate (B2)As a strong plus:- Having a keen eye for UI/UX- GraphQL experience- Experience with Agile development methodologiesWhat we offer- Professional development support (books, online courses, conferences, certifications, English classes, and clubs)- Work in a comfortable office (no open space policy, nice relax/sports areas, spaciously bar/kitchen, shower, mini-laundry)- Free lunches- Flexible working hours and WFH policy (upon agreement with the teammates)- Home office setup compensation- Medical insurance or sports compensation- Competitive salary for all team members- 20 business days of paid vacation, additional vacation in case of baby birth- Sick leaves compensation- Maternity/paternity leave- Corporate events and team-buildings"
https://djinni.co/jobs/606193-data-scientist,AMLBot,Data Scientist,,Україна (Київ),44,7,Data Science,Office або Remote,3,Англійська: Intermediate,Домен: Blockchain / Crypto,"AMLBot is looking for an experienced Data Scientist to join our team.AML Specialists help to solve difficult situations and save our clients from fines and blocking. We check wallets and transactions and show the origin of funds.THAT WOULD BE WONDERFUL IF YOU HAVE:• At least Bachelor's degree in Computer Science or related field;• At least 3 years of real-world experience in implementing data science projects;• Strong Python knowledge;• Strong knowledge of classical algorithms and data structures;• Strong knowledge and experience with SQL;• Experience with projects related to finance, marketing analytics, sales etc;• English level - B1-B2+.WOULD BE A PLUS:• Experience with blockchain projects.ADVANTAGES FOR A CANDIDATE:• Stable and competitive salary;• 20 days of paid vacation + paid sick leaves & public holidays;• Flexible schedule and ability to work remotely;• Office in Kyiv (business center Gulliver);• Internal webinars and training for personal & professional growth;• Review of working conditions and position based on performance, productivity and development;• Friendly team that is always supportive."
https://djinni.co/jobs/606194-python-developer-web-scraping-scrapy,Remotemployees,Python Developer / Web Scraping /  Scrapy,,Україна,132,59,Python,Тільки віддалено,2,Англійська: Intermediate,,"Наша компанія в пошуку Python Developer / Web Scraping /  Scrapy з довідом роботи від 2-х років  та знанням англійської  мови на рівні не нижче B1.Знання стеку:Python,Django, SQL, Docker.Обов'язки:Розробка та підтримка веб-скраперів з використанням Scrapy.Аналіз та оптимізація процесів веб-скрапінгу.Як чатина команди ви будете працювати над збором, зберіганням, обробкою та аналізом великих наборів даних.Ми пропонуємо наступні умови:Віддалену роботу з графіком з 9:00 до 18:00, Сб, Нд -вихідні;Можливості для професійного розвитку;Можливість роботи з іноземними проектами;﻿﻿Безкоштовні курси з англійської мови;Можливість використання в роботі преміум інструментів;﻿Стабільну заробітну плату 2 рази на місяць;Дружній колектив.Якщо Ви готові приєднатися до нашої команди та брати участь у створенні майбутніх технологій, чекаємо на Ваше резюме."
https://djinni.co/jobs/606191-linkbuilder-outreach-specialist-gambling-,Space Fortune,"Linkbuilder, Outreach Specialist (Gambling)",800-1200,Латвія,17,4,SEO,Тільки віддалено,2,Англійська: Intermediate,Домен: Gambling,"We specialize in promoting gambling websites in international markets. We are looking for a responsible and goal-oriented Link Builder for our projects.Qualifications and experience:-2+ years experience in link building;-Experience in establishing links in blogs, forums, question/answer services, profiles and other types of sites;-Understanding links' parameters;-Understanding parameters of donors for suspending links;-Theoretical and practical knowledge about methods for obtaining links;-Understanding the basic principles of external and internal search optimization and the operation of search robots;-Understanding how to find donor sites for placing links;-Experience with SEO tools: Ahrefs, SEO Spiders;-Knowledge of HTML;-At least Intermediate English level.We offer:-Opportunity to work with international markets;-Remote work and flexible work schedule;-Professional and personal growth;-20 paid days off throughout the year to travel and rest;-10 paid days off throughout the year if you get sick;What you’ll be doing:-Search for new linking opportunities;-Development and management of email templates for sending to webmasters, search for «working» options work with content: preparation of technical specifications for a copywriter, quality control of articles with backlinks understanding of a high-quality donor and mass verification of sites for parameters;-Placement of links using a pre-prepared database of websites.-Searching and building up the base of potential donors by region;-Control over the placement of backlinks, analysis of efficiency."
https://djinni.co/jobs/606189-senior-fullstack-developer-react-node-angular,JOIDY,Senior Fullstack Developer(React + Node + Angular),,Україна,17,3,Fullstack,Тільки віддалено,5,Англійська: Upper-Intermediate,,"JOIDY is looking for a Senior Fullstack Developer to join our team!As a Senior Full Stack developer, the candidate will play a major role in the team, responsible for the design and implementation of our products. They'll be working closely with the AI, web, and mobile teams using a variety of technologies: React, NodeJS, Python, Django, MongoDB, and WebRTC among others.RESPONSIBILITIES:— Serve as a technical domain expert on full-stack development— Establish design principles with the broader development team— Hands-on web development of production-ready applications at scale— Design and implement efficient and well-engineered solutions— Work closely with data science, product, QA, and infrastructure teamsREQUIREMENTS:— BSc. or equivalent in Computer Science— 5+ years of experience of Full-Stack development— 3+ years of development experience with NodeJS - mandatory— 3+ years of development experience with Angular— 2+ years of development experience with React - mandatory— Written and verbal communication skills in English"
https://djinni.co/jobs/606190-middle-ppc-specialist,PayDo,Middle PPC Specialist,,"Україна (Київ),     Польща",6,1,Marketing,Тільки віддалено,3,Англійська: Intermediate,Домен: Fintech,"Key tasks and role:To run and fine-tune advertising campaigns across platforms like LinkedIn and Google Ads, harnessing the power of analytics tools for precise targeting and leveraging data insights to make informed decisions.The primary responsibilities:- Launching and managing advertising campaigns, particularly on LinkedIn and Google Ads, encompassing Contextual, GDN, - Youtube, and Remarketing campaigns;- Optimizing performance-driven campaigns to achieve optimal results;- Monitor and manage budgets and campaign outcomes within specified parameters;- Tracking KPIs to assess campaign effectiveness and assuming accountability for outcomes;- Creating and maintaining reports and dashboards for comprehensive result tracking;- Conducting A/B tests across multiple channels to enhance campaign performance;- Conduct media planning and preliminary evaluation of the effectiveness of advertising placement.Requirements & Skills:- Profound expertise in utilizing Google Ads, Google Analytics, and Google Tag Manager to establish goals, generate reports, and construct audience segments;- Demonstrated campaign experience, including a track record of launching and managing advertising campaigns for 3-4 years with expertise in Contextual, Youtube, GDN, and Remarketing campaigns;- Proficiency in optimizing performance-driven campaigns for maximum effectiveness;- Demonstrated ability to track KPIs, evaluate campaign success, and take responsibility for results;- Competence in creating and maintaining comprehensive reports and dashboards;- Experience in conducting impactful A/B tests across multiple channels;- English level - Upper-Intermediate;- Experience within the fintech sector is a plus;- Google Ads Certificate would be a plus.What we offer:• Paid vacations• Sick leave• Flexible schedule;• Salary review;• Bonuses;• Tax pay;• Language and improvement courses."
https://djinni.co/jobs/606187-devops-engineer-with-python,Luxoft,DevOps Engineer with Python,,Україна,29,2,Python,Office або Remote,2,Англійська: Upper-Intermediate,,"Project Description:One of the world's largest providers of products and services to the energy industry has a need to develop and support cloud-based enterprise information system in Oil & Gas domain.Our project is stable, long-term and constantly adopts new technologies.We are developing a custom system for managing events and notifying all subscribers (services, VMs, etc.) for cloud platforms.Work supposes close cooperation with Customer team located in Houston and following Agile principles.Our team is senior, supportive and friendly.Responsibilities:Writing Python/PowerSheell/Shell Agents (scripts) to process eventsBuilding and deploying infrastructure using tools such as GitLab CI/CD, Terraform, Ansible, Docker, K8sSupport and creation of new Microservices for the needs of the systemMandatory Skills Description:2+ years of experienceExperience with Python, experience with any shell scripting language, hands on working knowledge around standard AWS/Azure services, such has EC2, S3/Azure Storage, Lambda/Azure functions.Nice-to-Have Skills:Understanding of Cloud Security in AWS/Azure specifically IAM Roles & Polices, GIT Lab CI/CD, Terraform, Ansible.Understanding of container orchestration technologies (eg. Docker, Kubernetes).Understanding of working with and developing RESTful APIs and microservices.Languages:English: B2 Upper Intermediate"
https://djinni.co/jobs/606184-developers-for-google-workspace-administrator,Partnerway,Developers for Google Workspace Administrator Certifications,,Україна,4,,JavaScript,Тільки віддалено,,,,"Partnerway is the official partner of Google, AWS, Digital Ocean, Zendesk, Intercom, Slack, and other great tech companies. We help their customers to achieve productivity and growth. As a part of our partnership with Google, we offer free learning and certification for Google Workspace Administrator CertificationWe offer developers around the globe the opportunity to get certified. Charges: none.Condition: learn and get certified. Agreement: gentleman's word. Learning materials and practice tests: provided. Certification: we pay if you score 90% correct answers in practice tests (you don't pay if you don't have 90% but we are not likely to help you if you don't want to learn). Note: we do not offer you a job and do not help you with technical expertise. We just allow you to get certified because we are partners of Google."
https://djinni.co/jobs/606188-trainee-junior-qa-engineer,Sombra,Trainee/Junior QA Engineer,,Україна (Івано-Франківськ),397,67,QA,Гібридна робота,,Англійська: Upper-Intermediate,,"We are looking for a Trainee/Junior QA Engineer to join a skilled and friendly Sombra team.Dear candidates, please note we are looking for a specialist in our Ivano-Frankivsk office.Requirements:- Good knowledge of the testing theory.- Experience or knowledge of web testing on desktop and mobile.- Experience or understanding of Agile methodology.- Good communication skills.- Good team player and ready to learn quickly.- English level: from Upper-intermediate.Responsibilities:- Manual testing of web applications on desktop (ERP) and mobile (IOS applications).- Creating new/maintaining existing manual test cases, and executing them.- Creating bug reports.- Taking part in Scrum activities.We offer:- 18 Working days of annual paid vacations, available from the start day.- 10 Working days of paid sick leave annually.- Additional days off in case of marriage, baby birth, etc.- Extra vacation days for long-lasting cooperation.- 50% cost compensation for attending courses and seminars on self-development.- Internal University (Tech Communities, Leadership program, corporate library, Udemy courses, etc.).- English training courses (twice per week + Communication Course, Grammar Course, Listening Course, practice with native speakers every week, and other activities).- Сareer opportunities.- Mentoring program.- Sports activities compensation.- Corporate doctor.- Mental Health support.- Opportunity to take part in company volunteering activities.- Tax payment support.- Internal Referral program.- Corporate events."
